Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
45,22216,92322,410,1,1
20,33424,30551,736,34,0
40,20121,45782,698,18,1
21,122205,93880,674,11,0
64,124144,51014,738,34,0
20,15069,11706,689,13,0
56,137925,66752,406,36,0
25,198358,74483,798,14,0
60,131342,85945,548,35,0
42,136569,60072,710,20,0
58,39404,62549,577,20,1
29,97836,87457,625,18,0
22,177283,46419,842,27,0
50,58504,58880,306,18,1
63,16050,97536,839,39,1
42,32598,50156,796,29,0
42,16814,21164,676,19,0
52,116603,23152,495,24,1
32,36347,46039,422,1,0
59,134007,20846,564,37,0
43,81617,28819,542,15,0
27,112941,24502,690,39,0
41,21672,21156,367,15,0
52,101511,74381,728,30,0
46,185735,33533,729,7,0
55,69309,49000,539,3,0
22,96694,77847,331,5,0
41,198393,23317,824,27,0
36,99025,10822,539,18,0
63,196594,46467,641,7,0
61,81064,92981,812,15,0
26,105646,8666,634,34,0
43,35961,76022,313,33,1
42,34153,27262,746,14,0
52,88940,69373,403,17,1
53,82731,60332,348,13,0
31,76899,99628,407,4,0
23,168859,38538,773,11,0
49,166882,12659,452,7,1
43,51912,87363,351,11,0
32,183440,61417,338,35,0
48,78519,47091,838,27,0
54,107699,53420,456,29,0
55,113983,31234,514,39,0
54,37564,11816,802,19,0
36,91521,54902,602,27,0
31,95878,8884,769,29,0
53,163658,88519,789,27,0
54,170368,10179,644,16,0
28,72679,30234,752,1,0
44,189575,35505,708,15,0
19,48351,91030,459,7,0
39,199322,71866,418,19,1
19,140129,53465,674,26,0
37,182102,16132,409,8,0
61,133990,50263,607,21,0
34,85766,45251,458,22,0
21,71825,88046,308,1,0
31,83146,89637,488,34,1
24,25989,81333,544,21,1
32,155170,82060,347,30,0
47,116509,10185,400,21,1
33,57891,84742,464,33,0
57,82537,66842,620,15,0
19,49072,28152,771,11,0
36,118649,78902,792,38,0
18,148711,55838,647,35,0
48,92091,32813,352,5,0
21,140859,6295,613,27,0
44,149164,52117,474,1,1
42,78709,66379,822,39,0
39,36843,22657,355,7,1
60,49363,7309,475,34,0
27,52737,92876,497,21,1
50,121941,16042,313,20,1
61,128018,36385,712,33,0
47,53243,98576,635,33,0
47,81178,31544,751,28,0
33,107600,83020,511,32,1
26,166765,53792,574,32,0
34,166679,28633,607,13,0
52,164098,47853,438,16,0
64,28764,26661,714,11,1
32,60761,72359,564,25,0
45,144931,29674,449,30,1
37,92117,25051,332,4,0
50,65220,60070,693,7,0
50,58064,83803,555,25,0
53,134990,32738,476,2,0
30,28628,26425,306,15,0
21,139311,51652,775,24,0
40,148636,22038,369,24,0
25,194865,77957,363,30,0
30,141427,60435,458,10,0
41,66106,74642,401,0,0
57,174698,36593,375,15,1
63,16514,54730,542,2,0
47,192067,28264,637,17,0
47,63786,68512,672,23,0
42,74859,16216,548,23,0
50,87553,20024,675,30,0
26,33256,29085,414,6,1
43,162289,96370,541,37,0
41,75345,42058,306,24,1
50,99604,36127,475,3,1
56,62640,13915,493,15,0
42,69424,5654,837,11,0
62,95620,57012,673,10,0
32,197997,95476,767,25,0
58,184612,30393,742,20,0
58,81857,7416,438,18,0
23,100134,5125,748,38,0
37,26798,10709,399,32,1
61,194995,20803,465,16,0
33,105380,66575,614,14,0
38,141047,98265,758,36,0
32,132066,62224,519,0,0
56,53059,60672,767,18,0
59,90213,93521,408,21,1
21,138694,31213,659,32,0
41,52098,94767,620,19,0
20,45183,26714,768,27,0
18,150254,44884,822,30,0
47,107967,18528,614,15,0
30,32116,69381,759,27,1
35,176065,12561,804,22,0
57,59174,12044,768,10,0
28,128723,62165,466,38,0
59,140753,19747,834,2,0
46,164280,16336,728,3,0
21,188991,41329,782,2,0
42,19512,34255,633,26,0
53,124720,89108,453,26,0
53,94101,26062,766,31,0
61,67794,61825,823,34,0
57,46642,20555,503,28,0
45,41991,56092,344,39,0
62,18096,72216,312,13,1
25,176924,90556,388,19,0
38,34698,57225,317,0,1
52,45781,67369,702,1,0
61,127231,94066,348,26,1
35,32485,51983,343,5,1
64,180992,35444,799,11,0
42,140530,75910,581,32,0
63,91451,27472,709,21,0
58,63507,62137,798,32,0
22,33825,42504,810,4,0
64,163594,27132,384,12,0
25,128384,81381,344,9,0
40,23789,32436,508,10,1
20,182983,83909,822,20,0
61,109395,30923,380,26,1
54,53462,5375,802,1,0
48,92167,17401,336,3,1
46,198375,67541,412,14,1
58,176525,22328,703,35,0
37,57189,88985,785,35,0
20,85259,35858,313,10,1
40,26008,32596,801,35,1
57,26262,53270,359,7,1
38,171648,75858,619,20,0
30,22566,76562,373,8,1
25,24432,51840,659,36,1
22,30402,15714,713,2,0
42,80412,21822,303,7,0
56,89183,67906,680,38,0
54,142957,79563,572,14,0
58,43262,97027,405,28,1
22,95764,72768,577,31,0
25,194493,37654,822,32,0
61,75990,28372,625,36,0
21,35478,14045,718,39,0
58,180606,79607,774,21,0
39,172170,50671,624,12,0
31,156549,27612,464,12,0
36,88642,83009,612,17,0
30,57290,76489,769,27,0
52,47338,12676,475,22,0
21,62257,69970,324,0,1
50,171768,40452,365,12,0
39,177989,61744,774,33,0
18,56611,31228,629,39,0
28,36131,16406,477,17,0
33,156352,73339,670,1,0
21,43141,40581,426,7,0
46,38187,11604,672,24,0
56,199289,59222,578,38,0
61,50574,33087,570,28,0
55,174708,64377,472,32,0
41,107454,96510,849,13,0
26,113037,17338,425,28,0
25,107417,46189,557,0,0
31,196696,59418,463,30,1
32,133427,68562,518,12,0
39,18378,20691,326,1,1
54,177935,62856,624,12,0
32,134803,36782,818,27,0
23,40863,35614,376,2,1
18,106686,86880,828,0,1
37,189321,73463,340,38,1
58,114922,20659,461,6,1
53,74596,38812,716,16,0
19,23847,42275,594,26,0
23,123822,55839,499,16,0
19,48162,93642,411,4,1
20,48239,46036,531,18,0
24,176144,17225,661,5,0
37,24909,61564,471,5,0
58,192097,36017,799,6,0
58,136867,73907,421,11,0
22,67515,52928,750,17,0
42,150224,14871,640,36,0
55,177969,83931,606,10,0
35,40039,24679,582,17,0
18,73305,76894,390,35,1
42,31985,53009,371,21,1
34,183451,88134,485,29,1
63,103719,73607,389,27,1
32,129709,71838,764,38,0
22,175447,66904,560,22,0
34,136962,42809,662,9,0
38,110114,84943,640,24,0
40,99393,44427,526,30,1
60,22406,41215,484,1,1
27,176108,70686,404,10,0
34,121534,59305,802,11,0
18,166284,58045,515,39,0
54,170285,91496,530,34,0
24,23221,35989,315,22,1
29,104501,23900,331,39,0
57,82744,15755,611,11,0
18,48383,19809,804,28,0
37,53557,53173,390,9,0
61,41932,43436,820,33,1
48,168497,72264,511,30,1
21,148253,52293,475,15,0
43,100943,8650,661,26,0
29,143899,16866,532,30,0
39,77798,33474,479,5,1
18,92859,93630,713,39,0
18,126422,20779,834,17,0
20,139546,78238,330,32,0
29,121296,54695,616,28,0
38,109991,10837,760,5,0
30,59967,23351,536,16,0
30,44108,64514,657,36,0
58,102159,84349,656,24,0
35,196381,84754,489,28,1
50,171699,11786,527,5,0
23,184260,31766,312,11,0
42,24785,49921,575,10,1
40,178868,48015,445,17,0
41,139766,50145,570,7,0
54,33808,55515,352,0,1
43,33357,49972,722,24,0
21,162488,80313,695,32,0
55,71773,78793,771,33,0
52,85591,26280,413,35,0
28,72963,32024,466,4,0
53,33932,91312,522,9,0
42,187930,86126,726,1,0
37,19798,14675,528,2,1
18,133352,60306,753,30,0
47,33325,13251,486,16,0
21,91881,33692,577,9,0
40,124151,92467,438,28,0
52,18217,47842,697,8,1
59,38096,37334,757,19,0
39,109937,52078,652,9,0
48,191024,34180,632,17,0
18,54195,13716,599,31,0
21,64147,71221,480,33,1
36,185119,48316,586,14,0
47,44324,27200,323,11,0
18,19984,23102,825,12,0
36,123078,10130,633,24,0
38,38561,47576,772,26,0
39,181184,27525,811,14,0
19,66906,72169,463,15,1
23,68246,5654,725,36,0
38,113633,58486,821,3,0
50,75848,98452,828,14,0
36,169047,57124,751,19,0
44,137894,48684,347,5,0
54,82799,11510,464,36,0
46,74068,79682,437,34,1
45,85908,14263,331,13,1
51,166881,52545,756,30,0
18,181451,60849,419,33,1
42,176748,65663,448,38,0
38,118853,80663,761,26,0
51,48850,69944,440,9,0
43,61453,74735,492,13,0
53,191101,68324,325,7,1
52,158654,7641,633,29,0
40,127169,99819,373,16,0
34,160714,34621,788,30,0
64,35273,81535,566,24,0
59,182259,50813,815,5,0
29,150528,12869,672,33,0
61,82325,94971,479,13,0
37,135744,98144,506,37,0
56,34001,34272,791,34,0
44,187670,87523,484,20,0
59,50331,55020,700,39,1
54,33864,92342,334,20,1
37,191514,10906,648,39,0
28,36535,85627,694,38,0
45,42641,66393,621,34,0
19,37190,98593,717,38,1
41,147669,47830,521,22,0
33,106587,83780,319,35,0
29,50547,5412,586,5,0
33,167965,63045,593,6,0
53,99329,61945,651,38,0
19,191448,26706,836,35,0
42,173287,29061,699,2,0
46,75708,8635,767,14,0
45,102998,52738,302,17,1
27,19944,6852,412,32,1
62,70395,99310,376,19,1
40,159865,28463,602,6,0
49,117655,34592,735,13,0
48,40438,69097,586,18,1
36,25401,93073,434,22,1
32,189372,61399,329,29,1
50,195385,34174,749,33,0
34,194044,75963,481,13,0
53,45269,53924,374,22,1
37,168822,29249,356,5,1
26,31235,79162,496,35,0
55,123129,81869,326,12,0
20,31954,26525,366,21,0
19,43160,30515,839,39,0
35,61538,26881,447,35,1
40,70440,30456,330,23,1
36,18895,87468,730,32,0
24,160028,17990,590,24,0
52,122281,52062,541,4,1
37,190960,59658,346,10,1
37,15822,44084,736,16,1
36,21626,56289,455,4,1
58,41158,93936,783,20,0
33,178566,69674,731,10,0
55,22062,37193,480,5,1
38,140543,79579,534,27,0
46,101292,44035,786,33,0
61,166196,27993,579,27,0
55,37627,59824,342,37,0
62,151244,15061,402,28,0
41,177942,39779,671,32,0
54,105758,7525,546,24,0
46,131572,53143,845,0,1
48,92878,70841,532,10,0
62,124299,86399,560,16,0
56,36056,80171,784,20,0
29,85676,67842,600,38,0
47,55235,34009,527,16,0
21,191963,83022,300,0,0
47,87038,92306,848,21,0
22,170383,62230,594,18,0
33,23334,84533,777,36,0
44,19705,85627,415,16,1
21,87705,73731,758,37,0
25,158716,9348,375,7,0
25,195866,51270,778,33,0
34,121159,85856,830,39,0
63,197723,62959,643,35,0
61,150214,8616,708,19,0
20,42376,48641,731,14,0
44,105538,67475,397,0,1
51,131250,8250,509,15,0
62,149019,53360,328,13,0
38,45243,91611,817,20,0
60,189930,10988,571,24,0
41,75239,89953,801,3,0
61,50507,78276,374,14,0
58,20036,76722,566,26,0
46,155850,90063,528,39,0
56,145389,56711,608,1,0
23,134455,66436,661,28,0
31,46489,23775,681,21,0
31,31912,91267,534,35,1
54,149422,60263,544,18,1
41,62275,89480,520,18,1
30,188451,39753,378,37,0
18,154788,82707,649,21,0
29,125281,57522,567,8,0
59,56923,63422,520,12,1
41,138662,90160,305,38,0
54,180603,47721,645,30,0
37,107221,57414,367,2,0
23,139104,98501,445,0,0
29,136495,10849,426,21,0
38,61149,80283,575,32,0
20,162952,9877,308,16,1
44,56167,12076,539,15,0
63,20584,9935,724,28,0
53,163957,83964,483,27,0
34,159514,51596,588,21,0
63,142448,36658,340,3,1
32,107828,18139,479,6,1
56,30636,91598,823,20,0
21,86733,78778,423,26,1
34,82315,30079,587,25,0
55,106525,55926,746,28,0
28,86894,15280,445,31,0
29,57993,93790,339,0,0
64,141986,26392,580,26,0
49,148573,86658,401,14,1
44,199730,73882,782,26,0
61,172388,34212,648,32,0
60,125280,20481,643,28,0
44,51972,6155,527,19,1
57,195250,23628,626,21,0
61,131127,60295,726,6,0
46,65157,91669,817,39,0
26,122808,47409,737,39,0
60,46236,32651,845,8,0
20,125053,75405,708,36,1
56,124832,60662,840,13,0
46,139556,89689,476,4,0
38,136181,64136,810,3,0
52,86541,41088,813,27,0
27,28400,32222,416,33,1
40,28414,5222,581,24,0
56,154593,68117,601,15,0
42,152123,6606,494,2,0
41,159508,46520,342,28,0
37,84553,95799,703,6,1
32,99924,70340,597,10,0
38,174023,26142,499,20,0
59,134050,20143,734,11,0
29,125342,38484,450,11,0
35,143360,85568,668,26,0
40,20176,90141,448,25,1
58,54710,18946,464,37,0
46,59408,17945,387,1,0
58,120808,84776,833,25,0
53,98790,94594,597,27,0
22,108830,92162,703,29,0
56,59125,20946,485,14,0
43,184446,69006,749,31,0
56,91173,52092,815,33,0
28,155808,65967,796,20,0
59,53900,39539,793,0,0
28,165869,31733,531,20,1
35,77223,16612,474,37,0
29,154009,33838,484,24,0
33,153702,26053,539,15,0
44,100701,15110,842,33,0
53,65070,86880,805,38,0
34,107541,5345,668,25,0
38,166157,46451,322,25,1
54,187187,66053,430,25,0
48,108311,15062,774,21,0
62,173762,45220,657,23,0
52,164054,82592,559,7,0
44,57640,48769,639,6,0
40,74299,57293,489,24,1
49,42922,81275,426,38,0
34,35331,65442,468,18,1
28,69034,63947,765,11,0
18,92183,78067,793,15,0
45,96024,52530,767,38,0
35,149554,31916,586,34,0
58,113531,99385,824,15,0
37,135570,60835,541,1,0
24,198376,76636,447,8,0
54,165091,8650,597,24,0
33,152846,67046,827,31,0
56,50579,58949,646,4,0
62,138053,8672,669,27,0
62,71678,48489,669,37,0
64,96466,99766,654,38,0
40,196622,53048,465,24,0
49,104142,17513,760,23,0
34,18402,88734,306,33,0
36,18735,67283,338,39,1
59,82970,66296,684,15,0
51,161087,48991,642,30,0
31,83755,96856,828,6,1
20,44014,18636,478,19,0
56,98067,46801,715,3,0
42,85371,37078,758,24,0
28,139357,69717,639,32,0
32,64857,40052,455,5,0
36,26612,37294,650,13,0
60,91228,46238,495,29,1
32,86758,66872,385,27,0
32,25247,55111,389,10,1
55,25081,22046,787,26,1
32,142542,24983,545,1,0
26,99516,85800,832,37,0
22,129521,91066,773,29,0
36,18528,94649,582,17,1
41,133520,7383,775,4,0
46,85343,57289,514,35,0
22,144293,37157,792,22,0
39,160839,76265,338,10,1
30,187632,25967,849,24,0
64,70521,51114,844,14,0
63,174042,37243,539,32,0
46,176774,79363,574,13,0
33,125468,41282,759,31,0
53,132070,94212,481,35,0
34,15475,99319,651,19,1
37,175529,84011,547,33,1
31,34210,71229,720,29,0
23,199137,77483,563,32,0
39,123163,21956,787,32,0
57,154645,77608,769,33,0
26,104491,66632,512,3,0
49,134172,33256,588,7,0
41,196694,50441,349,7,0
50,142669,27539,514,38,0
30,83800,21002,413,36,1
52,191588,77326,379,37,0
23,142085,22324,777,4,0
57,60269,43918,498,6,0
47,80263,33784,808,6,0
55,84260,95127,564,33,0
33,33894,60482,840,1,0
18,64666,10599,368,1,1
59,139929,88099,784,27,0
35,18467,28234,301,4,1
39,47087,52011,404,27,1
43,68305,98819,420,39,0
31,27771,14775,324,36,0
54,24944,23160,833,24,1
31,75339,40060,771,25,0
43,96806,31471,344,12,1
53,118536,29815,793,7,0
40,142460,52805,558,11,0
19,101086,46797,411,22,1
56,57466,83664,676,3,1
24,159997,38635,348,37,0
56,81604,82672,360,14,0
62,156967,12755,768,11,0
39,63762,23245,464,35,0
45,117160,59189,307,13,0
55,164221,63699,316,9,0
37,119989,7445,583,7,0
35,74172,95177,739,32,0
41,30331,80729,742,16,1
50,19571,7621,384,35,1
62,71559,14498,343,39,0
43,141730,65459,406,15,1
36,46466,97368,438,16,1
59,44942,59059,570,39,1
30,71773,18354,749,23,0
27,162450,80333,539,37,0
31,132913,57195,418,14,0
26,175335,55538,805,19,0
28,172221,31776,486,39,0
20,159008,8445,779,14,0
57,150633,76024,343,12,0
29,47992,21122,366,10,1
52,58976,75379,808,35,1
56,171205,64791,430,8,0
63,161091,94223,628,0,0
56,100448,38819,558,13,0
49,72796,99314,649,32,0
56,144558,96974,678,35,0
31,29834,11015,691,27,0
61,115201,12515,609,11,0
18,50617,37185,706,0,0
44,179581,34853,785,1,0
54,156205,18698,612,20,0
60,89436,40770,647,3,0
18,187185,95180,670,38,0
62,51825,53104,663,31,0
46,181654,96746,840,4,0
41,30374,64011,421,39,0
34,118873,67972,321,5,0
52,194892,35152,692,27,0
48,121506,12470,687,1,0
59,126161,27696,323,20,0
49,191083,7547,480,34,0
36,41862,92904,328,19,0
48,118209,98188,558,26,0
56,19944,18435,460,20,1
37,54072,48845,686,19,0
45,185155,23759,379,31,1
20,185840,53235,432,8,0
49,175902,15722,394,9,0
39,124518,33055,415,20,1
61,27319,8810,342,8,1
59,183230,71842,725,36,0
61,127205,99375,602,14,0
32,126773,54151,457,9,0
55,191018,17127,680,3,0
36,114029,48662,738,30,0
48,150753,26421,710,23,0
43,21727,31183,438,29,1
22,109940,60966,517,22,0
37,150501,15695,736,39,0
19,127330,23342,536,14,0
38,103800,43109,780,7,0
53,52225,7391,833,5,0
45,73273,35373,454,10,0
37,81470,49033,652,6,0
54,89800,56182,597,12,0
56,96508,88999,481,11,1
53,47119,22657,413,21,0
28,117889,35662,687,34,0
20,51580,69608,821,15,0
54,48640,19844,459,37,0
37,66758,46052,669,21,0
49,18984,81973,690,23,0
64,136874,34983,341,16,0
42,135749,55287,572,2,0
38,38924,57444,462,4,1
33,39769,20990,821,8,0
59,95269,36269,673,34,0
18,140363,63151,444,31,1
40,66803,17349,401,9,0
60,123878,99909,657,5,0
41,69677,88125,352,31,0
64,195591,91517,535,15,0
42,47233,18256,765,13,0
24,33993,88982,675,5,0
55,153687,6816,730,7,0
64,44409,40007,559,13,0
64,88481,41235,679,29,0
56,173391,87498,722,26,0
52,33273,5202,816,12,0
31,171175,6111,402,31,0
26,129468,36764,373,12,0
20,66299,26919,484,35,0
55,112776,60173,745,19,0
37,135246,68699,619,13,0
58,39853,67735,804,29,1
50,126019,51386,437,28,0
58,143592,16605,421,20,1
61,81559,36993,364,39,0
49,187795,41640,336,23,0
53,140619,44558,778,37,0
43,64184,96403,536,1,0
22,62223,42138,642,25,0
47,116472,45948,773,5,0
34,80921,91772,654,35,1
23,141989,25853,378,31,1
32,54524,89031,654,11,0
18,100308,80761,843,35,0
30,177528,16800,482,30,1
51,103384,93774,699,12,0
47,108934,64027,368,32,0
36,68333,32572,541,6,0
19,83125,80230,847,15,0
61,74168,38001,686,15,0
29,43468,26029,395,36,0
57,88807,56299,684,16,0
61,15393,19949,780,6,1
41,48434,30955,659,27,0
28,61977,78108,594,20,1
19,126965,63431,712,37,0
18,198149,69083,445,6,0
45,88514,89840,478,15,0
21,33642,40374,634,5,0
58,137226,31544,619,34,0
47,120570,43756,793,17,0
24,66466,98028,782,37,1
39,193813,45541,701,19,0
43,178871,83033,488,25,0
46,48059,74246,785,6,0
42,56559,35209,350,15,1
27,21511,51571,745,31,0
37,199116,26449,745,32,0
31,104220,18872,726,17,0
50,109383,97603,322,39,0
22,149002,57245,317,24,1
62,188949,59550,622,21,0
23,31495,78781,502,26,1
39,127384,70203,337,32,1
34,64506,54348,432,14,0
32,39457,76278,709,8,0
56,116946,43864,632,11,0
57,197533,58089,573,12,0
45,46335,87923,342,18,1
19,129405,30863,753,19,0
35,41323,9646,765,0,0
44,90090,36358,332,15,0
38,169671,18590,359,1,1
40,183860,40881,334,35,1
24,60992,5876,705,31,0
36,166383,90041,822,35,0
26,19424,5601,566,34,0
29,108727,91972,803,37,0
63,50687,62509,605,18,0
47,93588,61951,786,34,0
24,186866,68013,617,1,0
19,168199,81549,768,18,0
34,152297,96593,472,9,0
28,141805,90974,671,3,0
29,168093,43796,478,11,1
20,34227,33296,420,37,0
38,21249,39213,422,30,1
31,180523,29351,651,3,0
32,79376,93975,516,37,0
59,137575,6667,759,0,1
58,195370,51262,624,17,0
27,51644,77498,481,31,0
53,172372,56483,632,27,0
27,158020,16004,679,6,0
34,83094,48397,500,3,0
61,129670,47755,359,2,0
42,56694,76935,532,19,1
44,161945,28156,786,12,0
50,137079,95990,418,20,0
28,23078,68772,687,20,1
30,122066,49860,635,0,1
18,141084,57539,467,24,1
48,153601,81757,419,38,0
50,26484,55621,776,23,1
38,172777,32953,586,21,0
33,194384,53575,531,15,0
56,73224,52917,466,17,1
40,163304,92214,808,20,0
27,112859,51082,418,16,0
50,54698,28024,401,25,0
39,28560,30049,335,12,1
58,105876,62995,623,0,0
23,168882,24711,331,25,0
64,156297,67090,544,25,1
53,30987,74657,651,15,0
64,120908,72256,544,20,0
27,20801,37110,580,22,0
33,166803,5591,475,7,0
30,175749,16775,736,18,0
37,90123,59975,383,38,0
21,102340,90668,789,21,0
37,42981,43644,763,10,0
39,23899,76816,758,18,1
46,44591,30758,801,33,0
33,24046,55940,628,5,1
60,131771,26244,849,35,0
64,186466,69449,669,36,0
60,178808,70359,795,23,0
40,172316,52573,755,28,0
47,133042,37087,475,23,0
47,143164,5681,485,18,0
60,155894,39383,692,19,0
20,169955,21787,808,38,0
41,26438,13268,351,23,1
54,153175,34997,371,7,0
30,116253,23110,775,31,0
59,169699,73368,786,4,0
49,182351,17148,748,6,0
54,196375,24092,461,17,0
29,76951,29083,453,8,1
25,128397,57566,514,30,0
41,124965,24087,404,26,0
61,195501,98634,565,3,0
33,154594,43329,626,1,0
49,186571,69238,396,13,1
51,45135,57222,565,6,0
52,54013,27517,551,34,0
49,23568,73753,561,17,0
34,124317,48372,779,0,0
19,108587,93496,665,37,1
43,155085,68224,441,30,0
61,43673,21538,756,18,0
34,66015,80417,317,11,1
55,111181,80227,508,25,0
19,173851,11251,326,4,0
25,77918,50920,737,31,0
63,30703,79852,518,16,0
23,21495,53392,509,11,1
26,63530,51087,635,7,0
18,192506,92891,423,20,0
22,155497,14051,338,15,0
56,66221,52639,574,10,0
26,180024,8284,332,22,0
31,197630,45492,490,10,0
44,30713,23953,329,13,1
26,43080,97939,518,6,1
53,180718,28377,840,31,0
46,146901,30726,471,11,1
37,145594,9886,789,34,0
32,167860,23108,462,24,0
53,102873,19245,612,33,0
20,160276,6247,401,2,0
40,158373,45807,787,38,0
63,71619,77758,339,17,0
26,76312,50753,610,20,0
47,141363,20100,843,31,0
36,84111,56294,668,25,0
55,24313,87703,555,16,1
20,138695,79252,565,25,0
20,44821,44771,392,3,0
51,176951,82171,663,34,0
19,184224,90873,691,14,0
44,28558,71229,834,34,0
40,107130,39038,550,39,0
59,168784,74265,848,24,0
49,140394,63619,432,7,1
64,45265,87097,812,6,0
52,57679,34980,731,27,0
57,152998,91226,750,19,0
35,29966,34315,689,36,1
44,31015,63111,741,10,0
28,66058,48454,684,22,0
56,147334,25260,437,35,0
36,97477,65707,413,8,1
42,77692,44059,515,11,1
24,119774,20014,495,33,0
48,100282,15758,632,30,0
19,80500,74914,322,8,0
55,158425,57812,694,13,0
22,95184,77288,404,13,0
31,88583,14852,830,37,0
35,162745,99461,624,16,0
53,164730,57449,446,33,1
21,199094,68267,430,14,0
41,198819,18411,603,20,0
30,63064,5023,433,9,0
38,35654,70599,541,19,1
50,67864,71810,674,17,0
37,163302,42472,734,9,0
22,132497,79904,738,1,1
41,72026,30536,393,11,0
52,91045,81581,793,27,0
47,127821,22243,785,5,0
45,124449,17718,722,39,0
62,58903,62224,705,36,0
24,186313,93461,386,5,0
59,151054,58984,434,31,0
52,164375,94620,557,27,0
47,55547,71217,302,35,0
51,130546,63132,611,18,0
56,87432,65737,603,18,0
26,32523,45723,567,12,1
29,170299,75658,709,3,0
46,37254,21034,476,37,0
27,122530,83734,846,0,0
44,173594,50880,413,4,0
36,79471,78436,538,20,0
30,121662,91330,449,8,0
59,153249,87746,329,12,1
54,172657,65688,764,21,0
49,42186,53906,689,15,0
32,115275,37641,706,7,0
38,52934,13073,755,38,0
20,133284,54262,338,37,0
25,28689,11357,476,38,1
23,32204,32664,801,23,1
46,27084,40929,386,11,1
36,199718,20662,593,22,0
34,44108,21066,837,37,0
27,59152,28205,820,20,0
50,126388,63418,432,26,0
30,39308,33539,385,36,1
44,34162,53917,419,23,0
59,30133,93275,699,8,0
29,50450,6506,387,19,0
19,106900,56258,542,32,0
27,194278,53334,671,30,0
38,81874,72572,669,11,0
40,179973,89325,476,20,0
18,124417,93585,398,13,0
50,117955,42590,635,31,0
43,78475,45312,691,9,0
32,123952,37005,564,28,0
39,18162,7206,420,34,0
42,64390,98209,510,35,0
18,153482,60183,539,29,0
43,22120,15019,710,0,0
38,172774,62052,363,29,0
58,29810,52051,601,19,0
41,182926,49579,418,23,0
56,76769,7092,496,8,0
33,178754,95136,737,29,0
49,96645,35103,412,16,1
33,64928,5218,823,21,0
30,61780,67432,504,10,1
59,100698,51994,445,17,0
49,95037,14664,693,39,0
58,149020,38884,399,32,0
61,186075,74932,815,10,0
41,91246,96837,799,22,1
30,91861,58546,339,4,0
28,142110,64323,602,12,0
32,32330,8062,710,8,0
27,62722,90469,521,37,1
59,183777,55712,510,20,0
58,152970,31208,614,10,0
20,157066,19113,359,25,1
33,147196,42005,643,11,0
61,106360,86817,570,2,0
34,143317,55705,391,23,0
42,72758,50853,830,6,0
47,167598,16248,651,19,0
64,96884,43044,402,20,0
52,64991,14068,544,31,0
54,180046,61385,716,28,0
30,138535,7187,537,13,1
41,155919,51625,497,5,0
55,118176,20397,746,31,0
43,192923,38376,595,17,0
26,130666,5069,367,36,0
36,97470,7747,703,10,0
45,73664,51932,318,3,0
24,85924,51456,461,23,0
62,44259,38466,364,39,0
39,190048,85200,307,12,1
47,100899,9308,738,5,0
54,28591,74449,742,16,1
33,96917,74942,449,26,0
53,197319,9815,831,25,0
22,29946,16631,703,8,0
46,28261,50906,782,34,0
40,16985,93949,401,23,0
23,125356,17575,350,33,1
53,47414,76435,347,27,1
50,37847,78367,481,34,1
58,182586,14641,360,3,0
33,22311,54778,335,22,1
51,131391,18226,486,10,0
60,199248,7038,311,31,0
43,111002,81073,440,12,0
54,26428,48744,806,8,0
30,67835,83581,643,20,0
34,154237,12669,647,13,0
49,49561,92324,723,2,1
49,86637,17673,316,18,0
45,102298,88445,454,34,0
46,110847,27142,577,7,0
42,188742,53824,311,28,1
64,78081,89159,626,21,1
39,135942,34479,711,25,0
44,118962,65298,343,10,0
61,37462,52410,581,9,0
55,125117,21562,627,29,0
37,48451,22915,645,26,0
62,113326,52306,646,12,0
41,69917,63334,802,32,0
64,73776,41790,620,18,0
64,70866,86584,829,26,1
25,25680,9789,687,37,1
31,173777,82553,603,28,0
56,65943,97564,789,9,0
31,172465,9938,332,37,0
22,145035,18260,575,26,0
64,100415,55932,673,30,0
38,158821,63444,742,31,0
32,137874,40394,632,18,0
53,88131,32791,363,15,0
50,105777,5537,483,1,0
34,128060,21333,668,32,0
37,131556,73452,608,15,0
18,39878,97249,530,5,0
33,48479,52461,764,10,0
62,162981,47382,463,26,0
35,186161,95516,650,35,0
27,171407,31811,703,16,0
40,19701,37552,468,14,0
35,197770,33069,460,12,0
26,170367,75713,359,19,1
63,105217,90295,382,24,1
47,170532,24775,804,0,0
30,167291,74423,813,17,0
48,81442,16082,490,25,0
63,126383,40688,303,33,0
60,116969,27080,410,16,0
30,53422,35943,319,4,0
49,137949,40577,377,10,1
34,138978,37563,806,15,0
20,162590,54798,802,14,0
18,15736,77893,431,10,0
22,154401,18709,316,32,1
49,120160,34800,751,22,0
42,65589,94745,431,3,0
62,36935,67092,565,38,0
22,66439,14688,839,29,0
54,21680,43243,334,34,1
40,132616,57733,538,25,1
29,145839,95768,313,13,1
51,198307,52012,515,2,0
40,103570,66104,644,13,0
33,136249,75608,338,33,0
22,113690,72209,797,12,0
61,118557,90071,398,36,0
64,85970,58485,349,33,0
45,48690,95849,438,31,0
23,157151,84638,499,11,0
30,171476,40470,647,21,0
60,172283,47054,592,33,0
47,26729,11818,405,17,0
43,191838,61273,398,38,0
34,78479,65089,709,29,0
26,149336,87632,799,17,0
33,112668,95144,353,21,1
35,152897,44713,582,1,0
30,167717,30655,634,17,0
46,185231,86196,319,32,1
